e_code,name,max_level,unit,category,note
E 961,Neotame,2,mg/kg,jam jellies and marmalades and similar products,
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,"Maximum limit for aluminium coming from aluminium lakes of E 120 cochineal, carminic acid, carmines 10 mg/kg. No other aluminium lakes may be used. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 969,Advantame,20,mg/kg,decorations coatings and fillings,
E 104,Quinoline Yellow,30,mg/kg,fruit and vegetable preparations excluding compote,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 160d,Lycopene,30,mg/kg,edible cheese rind,
E 104,Quinoline Yellow,10,mg/kg,seasonings and condiments,The total quantity of E 104 and the colours in Group III shall not exceed the maximum listed for Group III
E 969,Advantame,20,mg/kg,other confectionery including breath freshening microsweets,
E 961,Neotame,32,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 220 - 228,Sulphur dioxide - sulphites,20,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 200 - 202,Sorbic acid - potassium sorbate (SA),20,mg/kg,entire fresh fruit and vegetables,
E 160d,Lycopene,10,mg/kg,processed fish and fisheries products,
E 124,"Ponceau 4R, Cochineal Red A",5,mg/kg,other creams,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,20,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 220 - 228,Sulphur dioxide - sulphites,20,mg/l,beer and malt beverages,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 160c,"Paprika extract, capsanthin, capsorubin",10,mg/kg,heat-treated processed meat,
E 586,4-Hexylresorcinol,2,mg/kg,unprocessed molluscs and crustaceans,As a residue in the meat
E 160b(i),Annatto bixin,15,mg/kg,desserts excluding products covered in category 1 3 and 4,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 110,Sunset Yellow FCF/Orange Yellow S,20,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 969,Advantame,4,mg/kg,decorations coatings and fillings,
E 392,Extracts of rosemary,30,mg/kg,fats and oils essentially free from water,Expressed on fat basis
E 961,Neotame,10,mg/kg,fruit and vegetables in vinegar oil or brine,
E 969,Advantame,6,mg/l,food supplements supplied in a liquid form,
E 220 - 228,Sulphur dioxide - sulphites,20,mg/l,flavoured drinks,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 961,Neotame,32,mg/kg,extra jam and extra jelly ,
E 969,Advantame,20,mg/kg,other confectionery including breath freshening microsweets,
E 961,Neotame,32,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 160d,Lycopene,30,mg/l,food supplements supplied in a liquid form,
E 392,Extracts of rosemary,30,mg/kg,dehydrated milk as defined by directive 2001/114/ec,As the sum of carnosol and carnosic acid
E 961,Neotame,32,mg/kg,breakfast cereals,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,chewing gum,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 961,Neotame,10,mg/kg,fruit and vegetables in vinegar oil or brine,
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/kg,desserts excluding products covered in category 1 3 and 4,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,32,mg/kg,decorations coatings and fillings,
E 104,Quinoline Yellow,10,mg/l,flavoured drinks,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160c,"Paprika extract, capsanthin, capsorubin",10,,meat preparations,
E 124,"Ponceau 4R, Cochineal Red A",20,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,6,mg/l,flavoured drinks,
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 959,Neohesperidine DC,20,mg/l,cider and perry,
E 104,Quinoline Yellow,10,mg/l,flavoured drinks,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,2,mg/kg,potato- cereal- flour- or starch-based snacks,
E 959,Neohesperidine DC,20,mg/l,cider and perry,
E 104,Quinoline Yellow,35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 220 - 228,Sulphur dioxide - sulphites,20,mg/kg,sugars and syrups as defined by directive 2001/111/ec,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 160b(ii),Annatto norbixin,10,mg/kg,soups and broths,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 961,Neotame,20,mg/l,fruit nectars as defined by directive 2001/112,
E 392,Extracts of rosemary,15,mg/kg,processed fish and fisheries products,Expressed on fat basis
E 392,Extracts of rosemary,30,mg/kg,fats and oils essentially free from water,Expressed on fat basis
E 969,Advantame,3,mg/kg,processed fish and fisheries products,
E 961,Neotame,2,mg/l,food supplements supplied in a liquid form,
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,10,mg/kg,other confectionery including breath freshening microsweets,
E 172,Iron oxides and hydroxides,6,mg/kg,entire fresh fruit and vegetables,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,32,mg/kg,other confectionery including breath freshening microsweets,
E 124,"Ponceau 4R, Cochineal Red A",1,mg/l,fruit wine and made wine,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,32,mg/kg,extra jam and extra jelly ,
E 104,Quinoline Yellow,10,mg/kg,seasonings and condiments,Maximum limit for aluminium coming from all aluminium lakes 120 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,25,mg/l,cider and perry,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 100,Curcumin,20,mg/kg,heat-treated processed meat,
E 235,Natamycin,1,mg/dm²,ripened cheese,
E 961,Neotame,2,mg/kg,sauces,
E 961,Neotame,32,mg/kg,other confectionery including breath freshening microsweets,
E 104,Quinoline Yellow,35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,20,mg/kg,sauces,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 160b(ii),Annatto norbixin,10,mg/kg,soups and broths,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,dietary foods for weight control diets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 951,Aspartame,25,mg/l,beer and malt beverages,
E 160d,Lycopene,30,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",35,mg/kg,mustard,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",20,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,"Maximum limit for aluminium coming from aluminium lakes of E 120 cochineal, carminic acid, carmines 10 mg/kg. No other aluminium lakes may be used. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 959,Neohesperidine DC,30,mg/kg,processed fish and fisheries products,
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,The total quantity of E 104 and the colours in Group III shall not exceed the maximum listed for Group III
E 160a,Carotenes,20,mg/kg,non-heat-treated processed meat,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,20,mg/kg,other confectionery including breath freshening microsweets,
E 961,Neotame,15,mg/kg,other confectionery including breath freshening microsweets,
E 959,Neohesperidine DC,5,mg/kg,jam jellies and marmalades and similar products,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,10,mg/l,desserts excluding products covered in category 1 3 and 4,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,20,mg/kg,protein products excluding products covered in category 1 8,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160b(ii),Annatto norbixin,10,mg/kg,processed fish and fisheries products,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,12,mg/kg,sauces,
E 962,Salt of aspartame-acesulfame,25,mg/l,beer and malt beverages,Limits are expressed as aspartame equivalent
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,20,mg/l,beer and malt beverages,
E 392,Extracts of rosemary,30,mg/kg,dehydrated milk as defined by directive 2001/114/ec,As the sum of carnosol and carnosic acid
E 104,Quinoline Yellow,10,mg/l,flavoured fermented milk products including heat-treated products,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/kg,desserts excluding products covered in category 1 3 and 4,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/l,flavoured fermented milk products including heat-treated products,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 220 - 228,Sulphur dioxide - sulphites,30,mg/kg,whole broken or flaked grain,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,dietary foods for special medical purposes,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,dietary foods for weight control diets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,5,mg/l,flavoured fermented milk products including heat-treated products,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,6,mg/l,fruit nectars as defined by directive 2001/112,
E 961,Neotame,2,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,chewing gum,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 957,Thaumatin,5,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 220 - 228,Sulphur dioxide - sulphites,10,mg/kg,sugars and syrups as defined by directive 2001/111/ec,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 961,Neotame,2,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 961,Neotame,18,mg/kg,processed nuts,
E 969,Advantame,3,mg/kg,processed fish and fisheries products,
E 160d,Lycopene,10,mg/kg,jam jellies and marmalades and similar products,"Maximum individually or in combination with E 120, E 142, E 160d and E 161b"
E 160d,Lycopene,30,mg/l,food supplements supplied in a liquid form,
E 392,Extracts of rosemary,30,mg/kg,fats and oils essentially free from water,As the sum of carnosol and carnosic acid
E 104,Quinoline Yellow,30,mg/kg,fruit and vegetable preparations excluding compote,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 235,Natamycin,1,mg/kg,heat-treated processed meat,mg/dm<sup>2</sup> surface (not present at a depth of 5 mm)
E 160d,Lycopene,30,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,
E 961,Neotame,3,mg/kg,chewing gum,"If E 950, E 951, E 955, E 957, E 959 and E 961 are used in combination in chewing gum, the maximum level for each is reduced proportionally"
E 160d,Lycopene,10,mg/kg,jam jellies and marmalades and similar products,"Maximum individually or in combination with E 120, E 142, E 160d and E 161b"
E 392,Extracts of rosemary,15,mg/kg,heat-treated processed meat,As the sum of carnosol and carnosic acid
E 160b(ii),Annatto norbixin,20,mg/kg,potato- cereal- flour- or starch-based snacks,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,cider and perry,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 220 - 228,Sulphur dioxide - sulphites,20,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 392,Extracts of rosemary,15,mg/kg,non-heat-treated processed meat,As the sum of carnosol and carnosic acid
E 104,Quinoline Yellow,10,mg/kg,other creams,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,decorations coatings and fillings,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160b(ii),Annatto norbixin,8,mg/kg,cheese products (excluding products falling in category 16),
E 392,Extracts of rosemary,15,mg/kg,heat-treated processed meat,As the sum of carnosol and carnosic acid
E 535 - 538,Ferrocyanides,20,mg/kg,salt,The additives may be added individually or in combination
E 961,Neotame,2,mg/l,flavoured drinks,
E 969,Advantame,8,mg/kg,dietary foods for weight control diets,
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 307,Alpha-tocopherol,10,mg/kg,infant formulae as defined by directive 2006/141/ec,"E 306, E 307, E 308 and E 309 are authorised individually or in combination"
E 969,Advantame,10,mg/kg,edible ices,
E 160b(ii),Annatto norbixin,20,mg/kg,edible ices,
E 957,Thaumatin,5,mg/kg,potato- cereal- flour- or starch-based snacks,
E 551,Silicon dioxide,30,mg/kg,seasonings and condiments,The additives may be added individually or in combination
E 392,Extracts of rosemary,15,mg/kg,heat-treated processed meat,As the sum of carnosol and carnosic acid
E 392,Extracts of rosemary,15,mg/kg,heat-treated processed meat,As the sum of carnosol and carnosic acid
E 961,Neotame,20,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,
E 961,Neotame,32,mg/kg,other confectionery including breath freshening microsweets,
E 160d,Lycopene,30,mg/kg,protein products excluding products covered in category 1 8,
E 961,Neotame,2,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 160d,Lycopene,30,mg/kg,processed nuts,
E 160d,Lycopene,10,mg/l,aromatised wine-product cocktails,
E 220 - 228,Sulphur dioxide - sulphites,40,mg/kg,decorations coatings and fillings,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,20,mg/l,flavoured drinks,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,fruit wine and made wine,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 950,Acesulfame K,25,mg/l,beer and malt beverages,Maximum usable levels are expressed in free imide
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,decorations coatings and fillings,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 160b(i),Annatto bixin,10,mg/kg,other fat and oil emulsions,
E 961,Neotame,18,mg/kg,processed nuts,
E 220 - 228,Sulphur dioxide - sulphites,30,mg/kg,whole broken or flaked grain,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,"Maximum limit for aluminium coming from aluminium lakes of E 120 cochineal, carminic acid, carmines 10 mg/kg. No other aluminium lakes may be used. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,10,mg/kg,seasonings and condiments,The total quantity of E 104 and the colours in Group III shall not exceed the maximum listed for Group III
E 104,Quinoline Yellow,10,mg/kg,seasonings and condiments,The total quantity of E 104 and the colours in Group III shall not exceed the maximum listed for Group III
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160b(ii),Annatto norbixin,20,mg/kg,breakfast cereals,
E 961,Neotame,32,mg/kg,jam jellies and marmalades and similar products,
E 234,Nisin,12,mg/kg,cheese products (excluding products falling in category 16),This substance may be present naturally in certain cheeses as a result of fermentation processes
E 160d,Lycopene,30,mg/kg,desserts excluding products covered in category 1 3 and 4,
E 123,Amaranth,30,mg/l,Spirit drinks as defined in Regulation (EU) 2019/787,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,5,mg/kg,processed nuts,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,32,mg/kg,extra jam and extra jelly ,
E 160b(i),Annatto bixin,10,mg/l,Spirit drinks as defined in Regulation (EU) 2019/787,
E 961,Neotame,32,mg/kg,fruit and vegetable preparations excluding compote,
E 160d,Lycopene,30,mg/kg,processed nuts,
E 100,Curcumin,20,mg/kg,meat preparations,
E 160d,Lycopene,30,mg/kg,other confectionery including breath freshening microsweets,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160d,Lycopene,30,mg/kg,edible cheese rind,
E 160d,Lycopene,30,mg/l,flavoured fermented milk products including heat-treated products,
E 957,Thaumatin,5,mg/l,flavoured fermented milk products including heat-treated products,
E 392,Extracts of rosemary,15,mg/kg,non-heat-treated processed meat,Expressed on fat basis
E 124,"Ponceau 4R, Cochineal Red A",20,mg/kg,fruit and vegetable preparations excluding compote,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160d,Lycopene,25,mg/kg,fine bakery wares,
E 961,Neotame,32,mg/kg,canned or bottled fruit and vegetables,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 160d,Lycopene,20,mg/kg,soups and broths,
E 961,Neotame,10,mg/kg,fruit and vegetables in vinegar oil or brine,
E 160b(ii),Annatto norbixin,30,mg/kg,processed fish and fisheries products,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 160d,Lycopene,30,mg/kg,potato- cereal- flour- or starch-based snacks,
E 961,Neotame,12,mg/kg,sauces,
E 104,Quinoline Yellow,35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
,<p>Steviol glycosides</p>,20,mg/kg,potato- cereal- flour- or starch-based snacks,The additives may be added individually or in combination
E 110,Sunset Yellow FCF/Orange Yellow S,20,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 123,Amaranth,30,mg/l,Spirit drinks as defined in Regulation (EU) 2019/787,
E 124,"Ponceau 4R, Cochineal Red A",10,,desserts excluding products covered in category 1 3 and 4,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
,<p>Steviol glycosides</p>,20,mg/kg,processed nuts,The additives may be added individually or in combination
E 955,Sucralose,45,mg/kg,soups and broths,
E 301,Sodium ascorbate,1,mg/l,infant formulae as defined by directive 2006/141/ec,
